,Age,Gender,Height_CM,Weight_KG,Body_Fat,Diastolic,Systolic,Grip_Force,Sit_and_BendForward_CM,Sit_Up_Counts,Broad_Jump_CM,Performance
10597,37,M,165.0,58.4,17.4,68,119,34.0,9.5,46,206,Good
10598,26,F,150.6,56.2,32.0,90,141,30.0,25.4,49,177,Strong
10599,30,M,184.0,84.6,15.8,74,131,55.1,19.5,48,245,Good
10600,52,F,157.9,73.2,39.8,70,117,21.6,15.0,10,136,Weak
10601,40,F,161.2,56.88,27.8,80,120,27.8,16.4,22,153,Average
10602,43,M,168.6,69.7,27.5,82,114,33.4,-10.3,25,193,Weak
10603,27,F,166.0,60.4,29.1,65,117,35.7,14.0,47,169,Good
10604,35,M,169.8,71.6,22.2,73,132,51.0,2.7,28,212,Weak
10605,45,M,173.7,72.4,15.1,73,146,46.3,21.8,53,225,Strong
10606,21,M,173.9,74.08,23.5,80,130,32.7,20.6,43,222,Average
10607,24,M,180.9,77.6,13.5,64,132,50.5,20.7,50,219,Good
10608,57,F,148.4,62.5,48.1,66,109,15.8,4.0,0,85,Weak
10609,57,F,149.1,56.0,30.6,92,152,25.7,27.8,12,130,Average
10610,29,M,176.9,74.3,18.2,79,122,47.1,7.6,64,219,Average
10611,27,F,160.8,53.1,26.7,68,115,25.9,24.2,32,175,Good
10612,37,M,166.1,70.8,16.7,99,158,50.6,18.6,55,255,Strong
10613,31,M,160.4,63.1,16.7,88,130,44.9,15.8,49,273,Strong
10614,21,M,169.5,58.2,15.4,88,135,42.0,16.0,45,211,Average
10615,60,M,159.2,69.2,20.5,96,143,47.8,7.6,33,206,Good
10616,22,F,157.1,52.1,31.3,78,122,24.0,22.8,47,174,Strong
10617,62,F,154.0,55.1,34.1,84,143,16.7,18.4,36,93,Average
10618,30,M,174.1,70.7,18.0,72,130,37.4,17.9,50,230,Average
10619,21,F,161.0,45.2,17.4,75,126,27.2,22.0,40,187,Strong
10620,41,M,168.1,60.1,18.0,86,142,41.7,12.2,42,195,Good
10621,63,M,168.6,56.6,21.3,77,158,39.3,7.1,20,167,Average
10622,32,M,169.7,70.2,23.4,84,124,51.2,18.1,45,232,Good
10623,31,M,172.4,84.7,27.9,69,134,44.9,6.8,33,182,Weak
10624,26,F,160.0,63.56,32.0,0,0,23.7,17.1,23,128,Weak
10625,25,M,174.1,71.7,7.5,55,130,44.3,16.9,61,240,Good
10626,37,M,171.1,69.6,22.2,85,134,46.8,6.6,38,230,Average
10627,24,F,165.4,53.1,18.4,69,124,25.6,18.1,47,186,Good
10628,25,M,168.5,74.1,23.0,79,120,45.4,16.2,50,204,Average
10629,29,M,173.1,68.6,14.3,64,104,45.5,10.1,58,232,Good
10630,24,M,165.3,59.8,13.8,88,127,34.1,10.1,48,221,Average
10631,24,M,178.0,63.4,10.9,78,120,47.6,5.6,43,254,Weak
10632,30,F,161.6,48.3,23.9,74,126,20.9,29.0,32,177,Strong
10633,49,M,160.4,47.7,14.8,82,129,37.4,12.9,31,212,Average
10634,32,M,177.8,72.5,18.7,72,125,51.8,17.7,55,239,Strong
10635,21,F,167.4,72.18,40.0,82,133,18.7,-4.0,21,94,Weak
10636,24,F,159.8,48.8,18.2,77,117,31.2,29.2,45,192,Strong
10637,28,M,187.0,98.54,24.2,81,135,49.4,15.2,54,184,Weak
10638,26,M,174.9,86.9,29.1,92,142,34.6,13.1,41,219,Weak
10639,22,M,166.9,67.8,22.8,77,121,35.3,8.0,56,204,Weak
10640,37,F,157.3,61.1,33.4,69,118,24.7,19.9,25,131,Weak
10641,31,F,171.0,61.68,21.0,74,125,27.7,24.0,30,172,Good
10642,22,M,172.4,72.6,17.9,85,131,45.7,15.1,54,224,Weak
10643,21,F,166.4,64.1,31.1,73,125,36.8,24.0,46,166,Strong
10644,24,F,166.9,54.3,20.7,86,122,28.8,19.9,42,190,Strong
10645,24,F,168.8,59.8,19.3,80,120,30.5,25.9,35,194,Good
10646,22,F,162.4,46.9,16.8,76,125,27.6,15.4,38,163,Good
10647,63,F,155.6,52.7,24.2,75,132,23.1,23.1,23,125,Strong
10648,31,M,171.0,72.2,22.4,78,141,39.5,13.0,36,202,Average
10649,21,F,163.8,85.1,47.9,94,149,25.8,18.7,0,113,Weak
10650,39,M,170.4,92.3,27.4,99,144,43.5,16.7,32,212,Weak
10651,23,M,172.9,76.7,16.5,88,144,51.3,20.1,61,234,Strong
10652,59,M,160.7,56.8,18.2,90,142,29.1,15.9,45,187,Average
10653,28,F,166.0,59.1,23.4,82,120,30.8,23.6,42,186,Strong
10654,63,M,165.1,66.3,22.6,87,135,38.8,18.8,34,151,Strong
10655,59,M,166.0,67.6,23.0,74,126,31.9,5.9,33,163,Average
10656,37,M,172.7,69.9,19.8,79,120,52.5,12.1,57,233,Good
10657,25,M,173.0,69.6,15.2,80,120,44.1,7.3,44,188,Average
10658,41,M,183.8,76.8,16.9,74,129,50.6,11.2,40,217,Good
10659,59,F,164.9,62.6,26.1,89,153,21.1,18.6,16,144,Good
10660,21,F,150.2,53.4,32.1,75,134,24.8,26.2,49,199,Good
10661,28,M,174.5,68.5,7.2,90,141,46.4,28.2,56,251,Strong
10662,27,M,173.4,66.4,15.8,73,127,38.8,10.3,49,228,Good
10663,56,F,167.0,69.2,30.9,68,113,27.8,20.5,22,143,Good
10664,56,F,151.5,54.2,26.7,63,124,21.7,24.5,15,153,Good
10665,22,M,176.4,73.3,17.8,80,120,43.8,12.5,40,235,Weak
10666,28,M,171.0,74.8,19.1,75,132,48.4,19.5,56,230,Strong
10667,63,F,153.0,50.3,25.9,69,118,26.8,18.8,11,106,Average
10668,25,M,170.7,58.0,15.3,88,140,37.9,-1.2,50,200,Weak
10669,26,M,174.2,84.9,31.5,83,129,39.7,7.7,40,201,Weak
10670,50,M,163.9,57.8,15.0,76,143,42.3,17.0,41,221,Strong
10671,48,M,175.3,85.4,21.1,85,133,56.2,22.3,35,218,Average
10672,29,M,177.0,88.3,25.7,64,132,45.2,16.3,44,194,Weak
10673,39,M,170.6,75.7,23.0,84,125,43.8,9.2,61,185,Average
10674,35,M,171.7,65.6,13.5,89,155,54.3,27.6,44,222,Good
10675,46,M,174.6,65.3,21.5,75,112,36.0,13.2,36,176,Average
10676,41,M,165.5,86.0,24.3,94,159,49.1,18.6,45,212,Good
10677,42,M,181.4,90.3,16.1,82,136,49.0,14.0,38,213,Good
10678,58,M,178.0,72.8,24.3,62,129,39.0,23.5,30,168,Weak
10679,22,M,178.4,92.0,31.9,74,129,29.9,-5.5,40,188,Weak
10680,27,F,164.0,59.2,34.3,80,120,26.1,10.3,40,166,Average
10681,25,F,166.6,51.98,20.2,67,118,26.1,12.5,34,166,Average
10682,55,M,164.0,68.2,22.7,81,121,43.1,16.0,33,183,Good
10683,27,M,179.6,73.6,14.9,76,123,52.3,16.0,53,233,Strong
10684,44,M,173.6,88.4,28.8,86,152,39.3,-4.0,33,190,Weak
10685,33,M,175.2,83.3,28.1,99,155,45.5,18.1,39,193,Weak
10686,50,M,167.2,67.3,16.1,83,138,50.6,21.2,39,210,Good
10687,28,M,171.0,66.3,20.5,90,145,46.6,20.6,55,239,Strong
10688,25,F,168.4,52.06,26.2,70,110,22.1,14.3,37,151,Good
10689,60,M,175.2,78.1,22.5,93,135,48.8,10.6,45,211,Good
10690,57,M,168.5,69.3,17.9,88,144,31.9,21.2,41,203,Average
10691,21,F,160.2,59.4,32.8,78,125,25.7,20.2,36,165,Strong
10692,26,M,178.8,78.1,10.3,87,139,31.3,21.8,61,264,Average
10693,35,M,177.9,75.5,14.9,90,137,50.4,15.1,46,237,Strong
10694,63,M,166.1,64.6,17.9,92,156,39.1,13.7,43,185,Strong
10695,42,M,182.3,86.4,21.3,78,134,56.3,15.3,27,190,Weak
10696,24,F,166.6,61.2,33.4,69,105,25.5,14.2,19,161,Weak
10697,28,M,170.8,68.48,19.0,76,128,35.1,11.2,34,185,Weak
10698,51,M,172.6,71.3,20.3,82,137,42.4,13.2,34,220,Good
10699,55,F,154.6,59.4,32.3,92,139,26.6,23.9,28,125,Strong
10700,26,F,156.8,51.0,33.3,66,102,16.7,-3.8,0,127,Weak
10701,39,M,173.6,64.2,13.9,63,122,53.2,19.9,49,217,Average
10702,37,M,176.0,65.0,16.0,84,123,47.0,15.0,47,220,Strong
10703,24,M,171.3,65.8,4.0,74,126,56.3,7.6,55,283,Average
10704,34,M,175.5,96.6,34.9,98,149,44.8,4.9,37,214,Weak
10705,26,F,153.3,46.9,27.9,64,112,21.1,22.2,32,117,Average
10706,21,M,165.0,65.9,15.9,80,120,33.4,25.0,33,210,Weak
10707,49,F,171.4,60.9,26.1,74,118,27.8,20.8,28,169,Good
10708,49,F,156.0,52.3,26.5,81,115,24.4,19.8,31,150,Average
10709,34,F,163.7,50.6,20.7,63,120,24.6,28.4,19,170,Average
10710,23,F,160.8,59.0,30.5,59,108,19.6,13.7,40,194,Average
10711,28,M,166.0,66.2,20.5,49,122,48.6,20.6,55,223,Strong
10712,29,M,166.8,67.2,23.7,59,116,53.1,23.5,63,223,Strong
10713,56,M,166.3,63.8,25.1,66,122,32.2,15.8,29,195,Good
10714,29,M,170.9,63.0,14.5,83,123,44.0,18.8,40,227,Average
10715,29,F,165.6,51.6,22.0,67,104,27.9,15.8,39,157,Good
10716,30,M,171.6,78.3,18.9,69,129,47.1,15.1,67,181,Strong
10717,59,F,150.9,55.8,35.6,84,128,21.6,19.2,7,117,Weak
10718,26,M,179.0,97.4,31.4,78,130,51.7,21.1,45,195,Weak
10719,60,F,158.8,65.5,35.6,69,128,27.9,20.1,21,147,Strong
10720,26,M,179.0,69.8,17.6,66,118,33.6,-5.0,48,220,Weak
10721,30,M,182.1,80.34,13.8,96,158,51.3,17.9,42,244,Good
10722,21,M,181.0,75.3,12.9,80,120,45.5,18.1,57,238,Strong
10723,40,M,177.0,75.5,18.2,79,123,45.2,20.4,59,238,Good
10724,21,M,166.3,66.5,13.7,79,127,38.9,25.2,53,248,Good
10725,21,M,173.9,62.3,8.3,69,131,40.0,13.6,52,253,Good
10726,48,F,160.3,52.3,16.4,71,114,37.3,23.6,47,178,Strong
10727,41,F,165.7,50.1,20.5,90,128,30.6,20.6,42,190,Strong
10728,35,F,158.6,49.5,24.7,71,117,23.3,24.1,37,177,Strong
10729,21,M,172.6,65.0,12.6,93,152,42.9,18.5,55,214,Good
10730,33,F,166.9,59.5,25.4,53,104,22.2,13.2,49,160,Average
10731,26,F,164.7,61.1,26.7,70,108,32.9,22.2,42,197,Strong
10732,21,M,176.1,90.5,20.8,89,146,38.8,8.5,50,176,Weak
10733,48,M,169.4,72.9,24.9,99,153,35.4,9.0,32,193,Weak
10734,29,M,171.0,72.5,17.5,64,122,45.3,18.0,55,254,Strong
10735,21,M,181.0,91.1,24.4,99,138,56.7,11.0,51,249,Average
10736,37,M,164.4,67.2,18.7,61,113,39.5,16.6,44,210,Good
10737,33,M,168.6,81.5,23.9,83,123,51.5,22.6,45,223,Good
10738,46,M,172.2,77.4,24.0,85,144,42.2,23.8,41,205,Average
10739,27,F,163.3,50.9,28.0,69,117,25.6,21.6,23,173,Average
10740,64,M,165.0,78.7,31.7,77,134,38.4,9.6,25,190,Good
10741,25,M,181.7,75.0,15.4,76,129,49.5,17.2,57,248,Strong
10742,22,M,182.0,81.8,11.2,63,123,53.1,17.3,65,266,Strong
10743,53,M,175.5,81.0,30.3,93,145,39.9,12.0,21,180,Weak
10744,21,F,164.2,59.3,31.7,54,108,26.4,24.5,40,164,Strong
10745,57,F,161.0,65.4,40.0,83,140,28.2,9.5,18,144,Weak
10746,25,M,181.0,79.88,22.7,81,153,44.5,13.8,38,194,Average
10747,34,M,182.9,91.28,23.8,89,153,64.0,8.9,37,219,Average
10748,30,M,168.7,66.5,18.4,94,132,39.6,10.9,51,228,Weak
10749,21,F,160.5,47.7,21.1,63,109,31.0,21.9,47,162,Strong
10750,33,F,165.1,50.6,22.4,77,127,21.8,17.6,24,150,Average
10751,41,M,170.7,73.6,23.6,75,137,42.9,11.9,38,193,Good
10752,23,M,173.2,68.9,10.4,84,136,44.6,11.8,40,242,Weak
10753,21,M,173.1,69.5,17.0,83,122,42.7,1.7,53,238,Weak
10754,29,M,174.9,75.2,14.5,73,136,57.7,26.4,62,234,Strong
10755,63,M,176.9,82.0,32.2,69,121,39.4,7.7,12,115,Weak
10756,62,F,158.7,56.0,31.8,96,145,26.6,26.0,18,145,Average
10757,49,M,178.0,76.6,16.7,88,135,49.5,18.1,36,170,Good
10758,28,M,178.4,79.2,15.5,63,129,48.4,16.0,59,248,Strong
10759,61,M,163.5,65.0,27.6,76,111,29.4,3.6,38,147,Average
10760,38,M,176.4,73.9,17.54,96,144,49.3,7.2,47,212,Average
10761,39,M,180.5,77.1,12.8,84,144,47.8,16.2,49,219,Strong
10762,27,M,179.0,76.3,23.8,80,120,41.0,21.2,61,256,Good
10763,57,M,175.7,63.5,19.7,79,159,49.9,4.5,33,176,Average
10764,49,F,164.7,72.1,34.3,89,154,36.1,15.3,22,137,Good
10765,37,M,176.3,73.5,20.2,74,143,43.6,14.0,55,214,Good
10766,36,M,174.5,73.4,20.8,80,130,49.8,9.6,57,208,Good
10767,26,F,161.4,57.9,35.9,81,108,16.2,0.9,28,144,Weak
10768,52,F,159.9,72.1,38.2,78,124,26.4,17.4,0,108,Weak
10769,40,M,166.9,71.2,22.1,91,145,41.5,13.9,38,187,Good
10770,58,M,162.0,60.0,19.2,78,128,36.3,5.1,23,191,Average
10771,21,M,172.1,74.4,18.0,89,132,46.1,7.6,56,200,Average
10772,24,F,158.0,46.1,22.2,83,122,22.1,21.4,32,149,Average
10773,21,M,175.1,71.5,21.1,94,138,33.0,10.3,26,182,Weak
10774,54,M,170.1,78.1,24.1,78,134,50.3,17.5,28,187,Average
10775,62,M,168.6,95.0,37.7,92,155,43.7,3.7,8,147,Weak
10776,41,M,179.2,77.3,17.3,77,127,46.9,5.8,46,215,Average
10777,23,M,172.2,79.74,14.4,89,158,46.5,13.0,60,218,Good
10778,61,M,158.6,43.2,14.9,59,117,22.7,10.3,26,130,Average
10779,26,F,157.9,60.2,33.1,70,127,37.2,24.9,34,178,Good
10780,21,F,159.6,49.1,29.9,74,127,22.5,25.2,43,173,Strong
10781,40,M,171.4,72.8,24.5,79,128,47.2,21.0,46,220,Strong
10782,34,F,167.6,60.0,25.2,71,101,20.1,20.3,39,137,Weak
10783,57,M,165.8,76.9,28.2,75,118,45.0,12.0,24,180,Weak
10784,21,M,176.9,78.76,31.2,86,132,35.1,-5.1,36,182,Weak
10785,26,F,159.5,53.4,29.2,74,111,26.7,21.1,55,183,Strong
10786,51,M,175.5,76.1,21.5,98,138,54.0,19.6,35,222,Good
10787,23,F,155.1,53.5,40.3,65,115,17.6,6.0,4,106,Weak
10788,37,M,169.4,73.3,14.2,92,140,48.9,10.9,48,242,Good
10789,43,M,174.9,63.0,16.5,68,99,45.6,15.9,38,231,Good
10790,50,F,164.8,64.1,30.0,75,144,37.4,21.6,26,156,Good
10791,61,F,151.3,50.9,26.9,97,135,21.7,22.8,18,142,Strong
10792,27,M,170.2,76.3,23.4,76,129,48.1,8.0,49,204,Average
10793,51,M,168.0,74.9,20.9,91,134,44.9,4.1,29,211,Weak
10794,25,M,181.7,74.8,13.0,77,135,46.8,6.1,57,253,Average
10795,29,M,175.2,85.4,18.9,91,149,51.1,16.8,54,253,Average
10796,24,F,163.0,61.34,40.5,79,112,20.2,24.5,9,150,Weak
10797,22,M,169.2,56.3,14.3,64,108,33.2,8.4,62,209,Average
10798,63,F,161.6,77.0,31.9,80,120,19.3,8.4,17,147,Weak
10799,34,M,171.6,65.6,21.3,78,140,43.6,18.3,43,120,Average
10800,56,F,157.0,59.6,26.7,72,118,21.4,17.2,10,167,Average
10801,46,M,179.9,79.1,17.2,75,145,4.4,15.4,60,237,Good
10802,57,F,151.3,60.0,39.9,60,122,23.9,16.2,8,155,Weak
10803,23,M,159.3,60.0,17.0,90,151,26.3,13.1,21,250,Weak
10804,46,F,161.6,54.8,21.6,71,114,19.6,22.8,15,129,Weak
10805,58,M,168.6,64.0,19.2,94,145,40.4,20.1,37,209,Strong
10806,46,F,157.7,52.5,31.5,65,109,23.0,12.6,8,138,Weak
10807,62,F,155.1,55.6,15.8,74,124,28.5,18.5,25,126,Good
10808,23,M,181.0,93.2,21.3,72,129,56.8,25.5,52,214,Good
10809,22,F,165.8,55.4,28.8,89,114,21.8,8.7,31,152,Weak
10810,37,M,165.0,86.9,28.9,70,114,42.7,17.3,51,242,Strong
10811,29,F,164.1,52.54,21.4,73,116,32.6,31.3,40,172,Strong
10812,56,M,173.6,77.4,22.6,74,136,42.1,8.2,30,206,Average
10813,55,M,162.3,65.5,30.7,118,186,40.6,11.9,23,162,Average
10814,40,M,187.3,90.3,23.1,65,113,59.2,7.5,27,220,Weak
10815,54,M,161.4,63.0,18.2,78,130,39.7,17.7,39,205,Strong
10816,28,M,171.2,74.1,26.2,83,138,37.3,9.9,51,197,Weak
10817,22,M,172.6,70.2,17.1,70,139,43.0,14.5,48,211,Average
10818,23,M,175.0,78.7,19.6,76,127,44.6,2.4,44,193,Weak
10819,48,F,161.3,77.4,41.8,68,117,36.4,7.5,30,160,Weak
10820,28,F,159.6,61.7,25.5,82,125,29.1,22.5,25,153,Average
10821,22,F,167.1,53.7,28.8,92,121,26.7,23.9,8,172,Weak
10822,43,M,162.6,70.4,27.4,92,132,27.6,5.0,40,190,Weak
10823,48,F,156.7,60.6,35.5,98,156,28.2,24.1,32,153,Strong
10824,37,F,157.8,75.7,38.4,83,121,30.9,13.6,15,126,Weak
10825,25,M,168.8,70.6,22.1,84,148,45.2,13.5,41,200,Average
10826,30,M,168.2,76.6,16.1,60,116,47.8,4.6,55,227,Average
10827,23,M,185.1,75.4,13.6,77,137,52.7,19.4,66,238,Average
10828,26,F,166.9,64.8,26.8,76,130,35.0,23.2,44,171,Strong
10829,21,F,163.8,58.2,23.1,80,143,24.6,19.6,41,175,Good
10830,24,M,164.2,61.7,12.2,65,118,48.6,8.4,58,224,Average
10831,29,M,177.3,68.7,18.0,77,123,39.7,-10.2,33,168,Weak
10832,60,M,167.2,72.1,27.3,99,143,39.0,7.1,44,170,Good
10833,22,M,176.9,75.3,15.4,72,140,47.9,16.7,61,228,Strong
10834,41,F,157.5,50.8,19.9,86,126,26.1,22.0,36,171,Strong
10835,28,M,173.7,70.74,17.4,81,131,42.9,18.7,67,261,Strong
10836,29,M,189.8,87.9,13.5,93,149,49.6,20.4,55,235,Average
10837,25,F,165.1,54.1,31.7,76,126,21.9,17.2,30,160,Good
10838,22,M,185.0,89.3,24.7,79,138,39.3,18.1,43,224,Average
10839,21,F,167.8,57.4,26.3,63,109,27.5,21.8,51,186,Strong
10840,28,M,171.8,64.7,11.6,81,136,46.9,19.7,54,230,Strong
10841,51,F,157.6,52.0,30.1,79,139,25.6,11.8,15,155,Average
10842,51,F,154.0,49.5,26.6,57,115,21.0,14.5,32,133,Average
10843,44,M,163.7,58.4,10.3,77,119,50.0,18.4,50,221,Strong
10844,41,M,168.0,65.5,18.7,84,120,43.1,17.0,56,236,Strong
10845,29,F,163.2,54.1,26.7,78,125,32.3,12.1,19,168,Weak
10846,57,F,158.4,65.4,40.5,79,138,15.0,9.1,12,144,Weak
10847,48,F,159.9,58.8,25.7,85,137,31.0,24.2,34,141,Good
10848,29,M,179.3,82.6,13.8,67,127,51.7,16.6,76,283,Strong
10849,30,F,155.7,52.0,30.5,79,116,20.1,10.6,33,160,Average
10850,64,M,170.0,84.1,24.2,95,154,41.0,10.1,28,181,Average
10851,26,F,164.6,56.0,28.4,63,100,28.1,21.9,50,185,Strong
10852,30,M,170.0,69.4,19.9,69,116,39.7,14.3,48,219,Good
10853,58,F,162.5,50.0,32.6,64,104,27.6,24.0,17,145,Average
10854,54,F,160.6,53.82,22.5,68,125,28.9,17.4,31,132,Good
10855,50,F,163.6,63.0,30.4,71,136,28.4,17.9,40,185,Average
10856,38,F,159.0,53.3,25.9,70,132,26.9,22.5,34,165,Strong
10857,40,M,175.1,65.9,16.3,90,138,47.9,16.5,35,219,Average
10858,59,M,169.4,65.4,25.6,83,130,41.0,19.1,27,195,Average
10859,43,M,175.9,90.0,26.9,81,147,50.7,0.0,33,221,Weak
10860,31,M,175.3,72.9,21.3,81,134,45.6,19.0,51,241,Strong
10861,40,M,171.4,73.9,16.4,81,141,42.9,15.8,37,202,Average
10862,29,F,167.8,61.1,29.8,69,111,23.2,16.6,35,155,Average
10863,42,F,160.0,64.6,28.6,80,120,37.3,24.1,49,172,Strong
10864,25,M,180.8,73.8,12.9,76,129,53.6,16.4,45,255,Good
10865,24,M,185.9,73.0,15.3,76,136,39.1,9.8,36,218,Weak
10866,23,M,187.3,76.8,14.05,62,106,48.9,0.3,38,237,Weak
10867,30,M,174.0,77.0,13.9,84,122,50.0,21.2,50,229,Good
10868,26,M,169.2,70.8,13.9,84,122,48.6,15.3,55,260,Strong
10869,32,M,174.2,74.3,23.8,84,118,51.0,16.5,51,215,Strong
10870,21,M,176.5,78.8,24.7,97,159,33.1,10.6,61,165,Weak
10871,35,M,166.2,67.1,15.8,84,154,43.1,18.3,45,240,Strong
10872,30,M,174.1,70.8,20.9,77,117,39.4,11.9,35,205,Average
10873,38,F,156.8,49.8,24.6,80,120,25.5,17.2,26,158,Good
10874,23,M,169.9,80.3,24.1,79,155,47.9,12.6,51,222,Average
10875,36,M,170.0,73.5,19.5,64,116,41.7,24.7,42,213,Good
10876,41,M,178.3,75.4,11.3,90,150,44.1,19.3,63,241,Good
10877,21,M,179.2,79.8,24.8,72,131,42.8,11.0,56,227,Weak
10878,35,M,158.0,61.9,22.2,82,118,51.8,8.3,46,194,Average
10879,33,M,176.1,74.3,14.0,81,139,37.5,10.2,53,227,Good
10880,48,M,163.9,66.2,31.2,92,142,40.0,2.1,26,196,Weak
10881,40,F,175.6,60.4,17.8,76,146,28.7,13.0,38,195,Average
10882,64,M,173.5,68.4,18.7,83,147,36.4,18.2,40,178,Strong
10883,41,M,171.0,74.0,19.4,69,135,48.8,15.9,54,223,Strong
10884,40,M,175.5,82.5,19.7,77,120,54.5,18.2,48,217,Average
10885,54,M,164.8,69.1,22.8,96,123,40.3,12.3,39,190,Good
10886,23,F,163.0,49.6,24.6,56,109,30.0,27.4,39,187,Good
10887,64,M,167.4,68.1,19.4,76,120,34.9,13.3,34,184,Average
10888,50,F,164.4,58.8,22.0,85,146,32.9,17.6,29,145,Good
10889,23,M,176.2,85.9,24.3,88,148,38.8,3.7,58,246,Weak
10890,29,F,159.5,47.0,27.2,99,141,30.5,19.1,39,166,Strong
10891,25,M,176.9,78.3,15.6,77,139,54.1,17.4,62,235,Strong
10892,60,M,165.7,70.4,21.9,90,140,43.2,14.5,37,210,Strong
10893,39,M,170.7,71.0,19.8,70,104,38.1,21.0,58,203,Good
10894,30,M,182.8,81.2,22.9,89,134,47.3,10.3,48,225,Good
10895,52,M,170.6,69.5,15.0,65,101,28.4,12.3,30,170,Average
10896,34,M,183.7,79.8,17.6,91,146,55.6,18.7,49,255,Strong
10897,52,M,172.6,76.4,20.3,80,133,36.4,16.3,40,184,Average
10898,58,F,154.6,53.5,33.6,79,124,22.8,21.7,18,121,Good
10899,26,F,166.0,73.6,37.0,79,109,31.0,17.7,34,149,Good
10900,27,M,183.0,62.0,12.2,78,126,46.5,7.6,43,235,Average
10901,21,F,154.9,75.16,44.1,84,128,21.6,20.8,31,140,Weak
10902,27,M,174.9,71.4,18.7,78,139,41.4,19.5,44,234,Average
10903,26,M,176.5,70.6,20.7,80,133,38.1,4.9,35,200,Weak
10904,58,M,177.5,73.6,19.9,100,153,42.2,17.1,35,208,Average
10905,22,M,166.0,61.9,11.3,79,127,39.2,0.1,50,218,Weak
10906,38,M,175.5,78.4,20.9,80,132,53.0,16.9,51,238,Strong
10907,21,M,176.7,80.9,22.9,77,125,44.7,13.9,52,219,Average
10908,36,M,173.7,65.9,9.4,85,140,47.1,14.8,50,241,Strong
10909,34,M,166.8,63.0,15.7,73,138,44.5,18.3,65,241,Strong
10910,25,M,176.8,70.3,9.9,67,110,49.0,26.7,58,251,Strong
10911,45,F,164.4,56.3,23.8,89,150,25.8,12.4,22,162,Average
10912,22,M,171.0,70.6,14.4,86,125,40.7,5.7,40,230,Weak
10913,51,M,170.0,71.8,19.2,99,152,39.6,8.5,48,197,Average
10914,48,M,181.2,80.2,13.9,79,122,46.6,20.5,53,233,Good
10915,26,M,173.8,81.5,33.0,86,143,37.7,0.8,38,196,Weak
10916,31,M,166.4,64.7,13.1,60,123,50.9,11.1,50,223,Good
10917,23,F,173.2,66.7,22.2,66,106,31.4,34.7,47,180,Strong
10918,62,F,148.7,52.6,36.7,67,127,25.3,12.7,18,101,Average
10919,48,M,169.6,69.6,15.9,86,142,37.8,15.8,37,202,Average
10920,60,F,158.9,56.3,24.2,84,151,17.6,11.4,3,135,Weak
10921,39,M,177.1,79.6,16.11972,77,149,52.9,0.7,61,212,Weak
10922,31,M,176.0,78.4,20.5,75,126,52.1,20.9,52,240,Weak
10923,26,M,177.8,74.4,17.4,77,131,40.3,9.4,43,234,Average
10924,26,M,176.8,85.9,28.5,97,140,36.1,12.6,40,212,Weak
10925,22,F,164.7,49.8,23.7,85,130,29.5,22.7,37,164,Strong
10926,59,M,173.5,74.8,17.6,65,123,49.7,17.9,49,198,Average
10927,35,M,162.6,52.9,18.1,77,109,24.3,5.5,28,103,Weak
10928,23,M,170.0,75.7,20.1,78,121,53.6,18.4,58,220,Good
10929,49,M,177.2,83.0,19.7,98,158,40.2,14.9,50,203,Average
10930,27,F,168.7,53.7,20.2,60,109,27.9,18.8,36,156,Strong
10931,56,F,153.6,47.7,26.9,75,126,21.4,20.4,22,154,Strong
10932,44,F,149.9,60.4,34.2,90,132,15.4,-0.1,20,63,Weak
10933,62,M,166.2,65.5,21.45024,88,156,29.2,19.8,33,181,Strong
10934,53,F,159.2,57.2,26.3,70,119,20.7,20.6,24,132,Good
10935,29,F,167.0,65.8,32.3,91,133,29.5,28.3,54,196,Good
10936,26,F,155.0,51.9,31.0,77,134,22.9,12.3,37,141,Average
10937,38,M,184.3,94.1,19.3,78,132,57.9,27.4,50,244,Good
10938,25,F,156.0,46.8,20.2,77,128,22.1,21.9,42,179,Strong
10939,22,F,162.0,58.0,29.3,79,130,30.2,22.1,38,153,Strong
10940,58,F,164.1,72.3,30.4,96,152,28.9,14.1,19,122,Average
10941,61,M,171.6,78.7,23.8,70,136,40.3,22.2,47,182,Strong
10942,34,M,174.8,70.4,14.4,68,108,43.7,9.1,54,233,Average
10943,48,F,152.2,58.5,35.1,76,136,22.4,20.0,20,151,Weak
10944,25,M,166.3,57.7,16.1,66,134,47.0,-3.2,39,214,Weak
10945,22,M,178.0,62.3,11.8,61,125,41.0,15.0,54,214,Good
10946,33,M,176.5,84.2,17.2,79,132,51.9,25.2,47,250,Strong
10947,55,F,158.2,62.1,33.2,74,130,24.4,17.3,17,140,Good
10948,29,M,173.7,72.6,12.7,67,104,5.3,17.6,53,227,Strong
10949,30,F,163.8,58.1,22.91287,84,131,27.8,22.3,50,189,Strong
10950,26,M,172.5,61.8,11.8,85,146,40.2,2.4,33,156,Weak
10951,26,M,176.4,64.4,16.1,83,133,32.8,6.7,42,226,Weak
10952,26,M,179.4,85.9,19.0,71,136,62.3,25.2,48,256,Good
10953,21,M,173.0,75.0,17.8,55,97,52.8,20.0,56,225,Good
10954,54,M,171.0,77.5,26.5,90,146,36.5,8.2,36,176,Weak
10955,29,F,164.7,53.9,24.1,66,117,20.6,7.5,12,154,Weak
10956,23,F,161.6,53.7,22.5,71,115,29.1,22.4,46,183,Strong
10957,34,M,172.0,61.0,15.0,60,106,38.6,15.0,41,230,Good
